SHA,Message,Author,Date
fcfbfc1d1e3e350e1ea3fbc4a2418f647dc28a31,"[compiler] Always error on async reassignments

Summary: Addresses the issue in #30109: any mutation of a local in an async function may occur after rendering has finished.

ghstack-source-id: 9f15cf0f144c0badd6009ceb51df43a50399d82b
Pull Request resolved: https://github.com/facebook/react/pull/30111",Mike Vitousek,2024-06-27T00:07:40Z
1f59d07042466fa958d74062592cc31890e88661,"[compiler] Repro for nested function local reassignment issue

Summary: Additional repro demonstrating a case that still exists after #30106

ghstack-source-id: f03176fd88b29098d0263f86c1a7126e214997e5
Pull Request resolved: https://github.com/facebook/react/pull/30110",Mike Vitousek,2024-06-27T00:07:38Z
00775d94dc32c5136787e3ca60065b9a5e2df9b8,"[compiler] Add todo fixtures for local reassignment in an async callback

ghstack-source-id: eca878f62a2149af76a72b59acd1820d0df86f30
Pull Request resolved: https://github.com/facebook/react/pull/30109",Joe Savona,2024-06-26T23:06:16Z
4c9a2d2ddf1bc8205a426b14d8a37804b5beb57a,"[compiler] Validate against locals being reassigned after render

Adds a pass which validates that local variables are not reassigned by functions which may be called after render. This is a straightforward forward data-flow analysis, where we:
1. Build up a mapping of context variables in the outer component/hook
2. Find ObjectMethod/FunctionExpressions which may reassign those context variables
3. Propagate aliases of those functions via StoreLocal/LoadLocal
4. Disallow passing those functions with a Freeze effect. This includes JSX arguments, hook arguments, hook return types, etc.

Conceptually, a function that reassigns a local is inherently mutable. Frozen functions must be side-effect free, so these two categories are incompatible and we can use the freeze effect to find all instances of where such functions are disallowed rather than special-casing eg hook calls and JSX.

ghstack-source-id: c2b22e3d62a1ab490a6a2150e28b934b9dc8676b
Pull Request resolved: https://github.com/facebook/react/pull/30107",Joe Savona,2024-06-26T23:02:09Z
b1d10c8a45629fe70c82c85167b01830e115b9d4,"[compiler] Examples of invalid code reassigning locals outside of render

ghstack-source-id: c48d0d0b86e47e2449982263c88cc2cfd44e326b
Pull Request resolved: https://github.com/facebook/react/pull/30106",Joe Savona,2024-06-26T22:09:06Z
8416ebee38b1712611d8987ba64ce8fd87c3a540,Update ReactFabric-test.internal to concurrent root (#30103),Jan Kassens,2024-06-26T20:04:38Z
609d0cc3c8d484cd16378f4ba0e2e9eedbf48358,"Add new error message for awaiting the client export (#29853)

<!--
  Thanks for submitting a pull request!
We appreciate you spending the time to work on these changes. Please
provide enough information so that others can review your pull request.
The three fields below are mandatory.

Before submitting a pull request, please make sure the following is
done:

1. Fork [the repository](https://github.com/facebook/react) and create
your branch from `main`.
  2. Run `yarn` in the repository root.
3. If you've fixed a bug or added code that should be tested, add tests!
4. Ensure the test suite passes (`yarn test`). Tip: `yarn test --watch
TestName` is helpful in development.
5. Run `yarn test --prod` to test in the production environment. It
supports the same options as `yarn test`.
6. If you need a debugger, run `yarn test --debug --watch TestName`,
open `chrome://inspect`, and press ""Inspect"".
7. Format your code with
[prettier](https://github.com/prettier/prettier) (`yarn prettier`).
8. Make sure your code lints (`yarn lint`). Tip: `yarn linc` to only
check changed files.
  9. Run the [Flow](https://flowtype.org/) type checks (`yarn flow`).
  10. If you haven't already, complete the CLA.

Learn more about contributing:
https://reactjs.org/docs/how-to-contribute.html
-->

## Summary

`Cannot access .then on server` is not an ideal message when you try to
await or do promise chain to the properties of client reference. The
below example will let `.then` get accessed by native code while
handling the promise chain but the access is not clearly visible in user
code.

```
import('./client-module').then((mod) => mod.Component)
```

This PR chnage the error message of module reference proxy '.then'
property to show more kinds of usage, then it can be pretty clearly for
helping users to avoid the bad usage

<!--
Explain the **motivation** for making this change. What existing problem
does the pull request solve?
-->

## How did you test this change?

Unit test

<!--
Demonstrate the code is solid. Example: The exact commands you ran and
their output, screenshots / videos if the pull request changes the user
interface.
How exactly did you verify that your PR solves the issue you wanted to
solve?
  If you leave this empty, your PR will very likely be closed.
-->",Jiachi Liu,2024-06-26T17:47:39Z
349a99a7a347f280ce40e9297cac5a3bd796901e,"Badge Environment Name on Thrown Errors from the Server (#29846)

When we replay logs we badge them with e.g. `[Server]`. That way it's
easy to identify that the source of the log actually happened on the
Server (RSC). However, when we threw an error we didn't have any such
thing. The error was rethrown on the client and then handled just like
any other client error.

This transfers the `environmentName` in DEV to our restored Error
""sub-class"" (conceptually) along with `digest`. That way you can read
`error.environmentName` to print this in your own UI.

I also updated our default for `onCaughtError` (and `onError` in Fizz)
to use the `printToConsole` helper that the Flight Client uses to log it
with the badge format. So by default you get the same experience as
console.error for caught errors:

<img width=""810"" alt=""Screenshot 2024-06-10 at 9 25 12 PM""
src=""https://github.com/facebook/react/assets/63648/8490fedc-09f6-4286-9332-fbe6b0faa2d3"">

<img width=""815"" alt=""Screenshot 2024-06-10 at 9 39 30 PM""
src=""https://github.com/facebook/react/assets/63648/bdcfc554-504a-4b1d-82bf-b717e74975ac"">

Unfortunately I can't do the same thing for `onUncaughtError` nor
`onRecoverableError` because they use `reportError` which doesn't have
custom formatting (unless we also prevented default on window.onerror).
However maybe that's ok because 1) you should always have an error
boundary 2) it's not likely that an RSC error can actually recover
because it's not going to be rendered again so shouldn't really happen
outside some parent conditionally rendering maybe.

The other problem with this approach is that the default is no longer
trivial - so reimplementing the default in user space is trickier and
ideally we shouldn't expose our default to be called.",Sebastian Markbåge,2024-06-26T17:27:26Z
7045700a6db5edaf8427310de09ce0f113e781dc,"Run ReactFabric-test.internal.js in xplat variant (#30101)

The explicit mock override in this test was causing it to always run as
native-oss instead of also as xplat. This moves the test to use `//
@gate persistent` instead to run it in all persistent configs.",Jan Kassens,2024-06-26T16:51:46Z
ef0f44ecffc560011f4e7d2f610176231ecc8bb2,Enable `enableDeferRootSchedulingToMicrotask` and `enableInfiniteRenderLoopDetection` for React Native (Meta) (#30090),Timothy Yung,2024-06-26T15:50:06Z
7baae65e767726e44a23c13203c05ae0d540e26f,"compiler: fix the `hookKind` for `useInsertionEffect` (#30069)

Currently, the `hookKind` for `useInsertionEffect` is set to
`useLayoutEffect`. This pull request fixes it by adding a new `hookKind`
for `useInsertionEffect`.",Sol Lee,2024-06-26T13:59:03Z
bbc8851c84fc6b6793340de89713bf142b8c05e6,"Bump ws from 8.13.0 to 8.17.1 in /compiler (#30043)

Bumps [ws](https://github.com/websockets/ws) from 8.13.0 to 8.17.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a
href=""https://github.com/websockets/ws/releases"">ws's
releases</a>.</em></p>
<blockquote>
<h2>8.17.1</h2>
<h1>Bug fixes</h1>
<ul>
<li>Fixed a DoS vulnerability (<a
href=""https://redirect.github.com/websockets/ws/issues/2231"">#2231</a>).</li>
</ul>
<p>A request with a number of headers exceeding
the[<code>server.maxHeadersCount</code>][]
threshold could be used to crash a ws server.</p>
<pre lang=""js""><code>const http = require('http');
const WebSocket = require('ws');
<p>const wss = new WebSocket.Server({ port: 0 }, function () {
const chars =
&quot;!#$%&amp;'*+-.0123456789abcdefghijklmnopqrstuvwxyz^_`|~&quot;.split('');
const headers = {};
let count = 0;</p>
<p>for (let i = 0; i &lt; chars.length; i++) {
if (count === 2000) break;</p>
<pre><code>for (let j = 0; j &amp;lt; chars.length; j++) {
  const key = chars[i] + chars[j];
  headers[key] = 'x';

  if (++count === 2000) break;
}
</code></pre>
<p>}</p>
<p>headers.Connection = 'Upgrade';
headers.Upgrade = 'websocket';
headers['Sec-WebSocket-Key'] = 'dGhlIHNhbXBsZSBub25jZQ==';
headers['Sec-WebSocket-Version'] = '13';</p>
<p>const request = http.request({
headers: headers,
host: '127.0.0.1',
port: wss.address().port
});</p>
<p>request.end();
});
</code></pre></p>
<p>The vulnerability was reported by <a
href=""https://github.com/rrlapointe"">Ryan LaPointe</a> in <a
href=""https://redirect.github.com/websockets/ws/issues/2230"">websockets/ws#2230</a>.</p>
<p>In vulnerable versions of ws, the issue can be mitigated in the
following ways:</p>
<ol>
<li>Reduce the maximum allowed length of the request headers using the
[<code>--max-http-header-size=size</code>][] and/or the
[<code>maxHeaderSize</code>][] options so
that no more headers than the <code>server.maxHeadersCount</code> limit
can be sent.</li>
</ol>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a
href=""https://github.com/websockets/ws/commit/3c56601092872f7d7566989f0e379271afd0e4a1""><code>3c56601</code></a>
[dist] 8.17.1</li>
<li><a
href=""https://github.com/websockets/ws/commit/e55e5106f10fcbaac37cfa89759e4cc0d073a52c""><code>e55e510</code></a>
[security] Fix crash when the Upgrade header cannot be read (<a
href=""https://redirect.github.com/websockets/ws/issues/2231"">#2231</a>)</li>
<li><a
href=""https://github.com/websockets/ws/commit/6a00029edd924499f892aed8003cef1fa724cfe5""><code>6a00029</code></a>
[test] Increase code coverage</li>
<li><a
href=""https://github.com/websockets/ws/commit/ddfe4a804d79e7788ab136290e609f91cf68423f""><code>ddfe4a8</code></a>
[perf] Reduce the amount of <code>crypto.randomFillSync()</code>
calls</li>
<li><a
href=""https://github.com/websockets/ws/commit/b73b11828d166e9692a9bffe9c01a7e93bab04a8""><code>b73b118</code></a>
[dist] 8.17.0</li>
<li><a
href=""https://github.com/websockets/ws/commit/29694a5905fa703e86667928e6bacac397469471""><code>29694a5</code></a>
[test] Use the <code>highWaterMark</code> variable</li>
<li><a
href=""https://github.com/websockets/ws/commit/934c9d6b938b93c045cb13e5f7c19c27a8dd925a""><code>934c9d6</code></a>
[ci] Test on node 22</li>
<li><a
href=""https://github.com/websockets/ws/commit/1817bac06e1204bfb578b8b3f4bafd0fa09623d0""><code>1817bac</code></a>
[ci] Do not test on node 21</li>
<li><a
href=""https://github.com/websockets/ws/commit/96c9b3deddf56cacb2d756aaa918071e03cdbc42""><code>96c9b3d</code></a>
[major] Flip the default value of <code>allowSynchronousEvents</code>
(<a
href=""https://redirect.github.com/websockets/ws/issues/2221"">#2221</a>)</li>
<li><a
href=""https://github.com/websockets/ws/commit/e5f32c7e1e6d3d19cd4a1fdec84890e154db30c1""><code>e5f32c7</code></a>
[fix] Emit at most one event per event loop iteration (<a
href=""https://redirect.github.com/websockets/ws/issues/2218"">#2218</a>)</li>
<li>Additional commits viewable in <a
href=""https://github.com/websockets/ws/compare/8.13.0...8.17.1"">compare
view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility
score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=ws&package-manager=npm_and_yarn&previous-version=8.13.0&new-version=8.17.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't
alter it yourself. You can also trigger a rebase manually by commenting
`@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits
that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after
your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge
and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating
it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all
of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop
Dependabot creating any more for this major version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop
Dependabot creating any more for this minor version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop
Dependabot creating any more for this dependency (unless you reopen the
PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the
[Security Alerts
page](https://github.com/facebook/react/network/alerts).

</details>

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],2024-06-26T13:56:13Z
a8b465c6e0576b9ac490c2e2762c273db314dfcf,"fix[react-devtools]: restore original args when recording errors (#30091)

## Summary

When DevTools frontend and backend are connected, we patch console in 2
places:
- `patch()`, when renderer is attached to:
  - listen to any errors / warnings emitted
  - append component stack if requested by the user
- `patchForStrictMode()`, when React notifies about that the next
invocation is about to happed during StrictMode

`patchForStrictMode()` will always be at the top of the patch stack,
because it is called at runtime when React notifies React DevTools,
because of this, `patch()` may receive already modified arguments (with
stylings for dimming), we should attempt to restore the original
arguments

## How did you test this change?

Look at yellow warnings on the element view:
| Before | After |
| --- | --- |
| ![Screenshot 2024-06-25 at 14 38
26](https://github.com/facebook/react/assets/28902667/6b0ec512-f0c9-4557-a524-d7f31b03464d)
| ![Screenshot 2024-06-25 at 17 26
23](https://github.com/facebook/react/assets/28902667/60ff5d80-06ea-4447-bbe8-b57bc0c63f6d)
|",Ruslan Lesiutin,2024-06-26T13:17:09Z
d878489431e2c6cf69982b51403f8e1f68f4e73d,"[compiler][ez] PrintHIR prints optional flag for debugging

Adding the equivalent of [PrintReactiveFunction:OptionalExpression](https://github.com/facebook/react/blob/f5d2feb4f069a36140d5e605f5eebc52badcc214/compiler/packages/babel-plugin-react-compiler/src/ReactiveScopes/PrintReactiveFunction.ts#L218) to `PrintHIR`.

ghstack-source-id: 5b175f6f62f72a867a00c52c4f825fd396d450a9
Pull Request resolved: https://github.com/facebook/react/pull/30078",Mofei Zhang,2024-06-25T20:06:21Z
4bfab0783204810cb51b9dda24464bb57777eb97,"[compiler][patch] Patch O(n^2) traversal in validatePreserveMemo

Double checked by syncing internally and verifying the # of `visitInstruction` calls with unique `InstructionId`s.

This is a bit of an awkward pattern though. A cleaner alternative might be to override `visitValue` and store its results in a sidemap (instead of returning)

ghstack-source-id: f6797d765224fb49c7d26cd377319662830d7348
Pull Request resolved: https://github.com/facebook/react/pull/30077",Mofei Zhang,2024-06-25T20:06:21Z
7d9861e70642719b120a5236ade5124912e42a92,"[compiler][hir] Correctly remove non-existent terminal preds when pruning labels

Missed this initially in `pruneUnusedLabelsHIR`. It wasn't an active bug as `preds` wasn't referenced by later passes, until #30079

ghstack-source-id: 3e151b74c31554299e870f001c0ac3f72706318c
Pull Request resolved: https://github.com/facebook/react/pull/30076",Mofei Zhang,2024-06-25T20:06:21Z
9262761f1c25bfe52a4585419fad16dd01a07424,"[compiler][ez] Add more Array.prototype methods

Adds Array.prototype methods that return primitives or other arrays -- naive type inference can be really helpful in reducing mutable ranges -> achieving higher quality memoization.
Also copies Array.prototype methods to our mixed read-only JSON-like object shape.

(Inspired after going through some suboptimal internal compilation outputs.)

ghstack-source-id: 0bfad11180992fc5db61a1c5f23954f48acf07b8
Pull Request resolved: https://github.com/facebook/react/pull/30075",Mofei Zhang,2024-06-25T20:03:58Z
9c2c7c670cfc51a63a9e1353c55d1d3beecb29d1,"[compiler][ez] Patch Array.concat object shape to capture callee

ghstack-source-id: 503fbf8f76e1cd10095b44cf180863221710774f
Pull Request resolved: https://github.com/facebook/react/pull/30074",Mofei Zhang,2024-06-25T20:03:58Z
