SHA,Message,Author,Date
256aefbea1449869620fb26f6ec695536ab453f5,Typo,dan,2022-06-14T21:34:30Z
6522179f43949d3b5d9b7d46f7a2f9574eebce81,Enable no-longer experimental (#24727),Sebastian Markbåge,2022-06-14T21:11:01Z
567500d71083f84cdd4259a76f8a1289d159747f,"Move renderToString tests out of the streamable API tests (#24724)

ReactDOMFizzServer(Browser/Node)-test file is really meant to just be a
very shallow tests of the Browser/Node specific streaming APIs.

Most of the general streaming tests are in ReactDOMFizzServer-test instead
of testing all streaming related things in each environment.

The legacy renderToString APIs are mostly covered by ReactServerRendering-test
et al for historical reasons.",Sebastian Markbåge,2022-06-14T20:48:33Z
5cc2487e0858c8d3c5415137b3c3a95d8f5a0356,bump versions for next release (#24725),Josh Story,2022-06-14T20:24:00Z
89bae8f371eb2cf49dbe310ec7f04d0e52e32f98,Update Changelog release date for 18.2.0,Josh Story,2022-06-14T19:49:54Z
54f17e490f8b8f39ef9f296c87cd0fba217ce28c,"[Transition Tracing] Fix Cache and Transitions Pop Order (#24719)

We push the Cache before the transition so we should pop the transition before the cache. This PR fixes this issue.",Luna Ruan,2022-06-14T18:48:01Z
be229c5655074642ee664f532f2e7411dd7dccc7,"Changelog for 18.2 (#24717)

* 1820-changelog

* generalize date and fix version typo

* reword, edit, and condense

* punctuation

* Nits

Co-authored-by: dan <dan.abramov@gmail.com>",Josh Story,2022-06-13T19:36:49Z
7cf8dfd94f29a42102e5e553395d9bb1b1710c42,"[Transition Tracing] Create/Process Marker Complete Callback (#24700)

This PR adds code to add a marker complete callback to the queue. It also adds code to process marker complete callback.

Marker complete callbacks, in addition to the fields that transition complete callbacks need, also have a `markerName` field",Luna Ruan,2022-06-13T17:56:21Z
327e4a1f96fbb874001b17684fbb073046a84938,"[Follow-up] Land enableClientRenderFallbackOnTextMismatch

This was meant to land in the previous commit; forgot to stage the
changes when I was rebasing.",Andrew Clark,2022-06-12T22:12:33Z
29c2c633159cb2171bb04fe84b9caa09904388e8,"Land enableClientRenderFallbackOnTextMismatch (#24714)

This was released to open source in 18.0 and is already hardcoded to
true in www.",Andrew Clark,2022-06-13T15:58:03Z
a8c9cb18b7e5d9eb3817272a1260f9f6b79815a2,"Land enableSuspenseLayoutEffectSemantics flag (#24713)

This was released to open source in 18.0 and is already hardcoded to
true in www.",Andrew Clark,2022-06-13T15:27:40Z
f7b44539ca9c2d126c7d12cfd0d9d4f13ad5851f,"[DevTools] enable ""reload & profile"" button for timeline view (#24702)",Mengdi Chen,2022-06-10T14:38:33Z
a8555c308e06eacf807ec47caafd1e0e789d2c54,"[Transition Tracing] Add Tracing Marker Stack (#24661)

When a suspense boundary suspends or commits, we need to notify the corresponding tracing markers so that they know when to log that they've completed. To do this, we add a stack of tracing markers. In the begin phase, we will push the tracing markers onto the stack, and during the complete/unwind phase we will pop the tracing markers off the stack

In a later PR, we will store the active tracing markers on the suspense boundary, and during the commit phase we will process the active tracing markers by adding/removing the boundary as appropriate.",Luna Ruan,2022-06-10T00:10:42Z
8186b19378d9085fcdec32c42e2ec8845c1f8ce0,"Check for infinite update loops even if unmounted (#24697)

* [FORKED] Check for infinite update loops even if unmounted

The infinite update loop check doesn't need to run if the component
already unmounted, because an update to an unmounted component can't
cause a re-render. But because we used to run the check in this case,
anyway, I found one test in www that happens to ""rely on"" this behavior
(accidentally). The test is a pretty messy snapshot thing that I have no
interest fixing so to unblock the sync I'm just going to switch this
back to how it was.

* Add previous commit to forked revisions",Andrew Clark,2022-06-09T02:29:10Z
9e3b772b8cabbd8cadc7522ebe3dde3279e79d9e,"Update error transform to allow excluding errors inside subexpressions like ternaries (#24693)

* Update error transform to allow excluding errors inside subexpressions like ternaries

* make leadingcomments aggregation walk the expression stack",Josh Story,2022-06-08T23:59:49Z
3e92eb0fce762aca49d2ea18b869a2fd8a75089e,"[DevTools] find best renderer when inspecting (#24665)

* [DevTools] find best renderer when inspecting

* fix lint

* fix test

* fix lint

* move logic to agent

* fix lint

* style improvements per review comments

* fix lint & flow

* re-add try catch for safety",Mengdi Chen,2022-06-08T20:01:06Z
42b330c1c9bf71ca512c56c204bca36bdd53b3c6,"Fix check_error_codes CI job (#24692)

The diff command was missing a --quiet argument, causing the job not to
fail when unminified messages were found.",Andrew Clark,2022-06-08T17:07:05Z
060505e9dce2f3d5d9d67c2a9415b94e5b0ca291,"Fix misapplying prod error opt-out (#24688)

The eslint-disable-next-line opt out for prod error minification was not properly working. In the build a replacable error was output even though it was not failing the build. This change refactors the code to avoid the erroneous behavior but a fix for the lint may be better",Josh Story,2022-06-08T16:49:31Z
47944142f57d8c1c7b79eaf6522de38e76137ca5,`now` isn't part of the react-reconciler config anymore (#24689),Mathieu Dutour,2022-06-08T16:00:10Z
b345523528f6b346c3a6de2145d5df6b2e23ca75,"[Fizz] Support abort reasons (#24680)

* [Fizz] Support abort reasons

Fizz supports aborting the render but does not currently accept a reason. The various render functions that use Fizz have some automatic and some user-controlled abort semantics that can be useful to communicate with the running program and users about why an Abort happened.

This change implements abort reasons for renderToReadableStream and renderToPipeable stream as well as legacy renderers such as renderToString and related implementations.

For AbortController implementations the reason passed to the abort method is forwarded to Fizz and sent to the onError handler. If no reason is provided the AbortController should construct an AbortError DOMException and as a fallback Fizz will generate a similar error in the absence of a reason

For pipeable  streams, an abort function is returned alongside pipe which already accepted a reason. That reason is now forwarded to Fizz and the implementation described above.

For legacy renderers there is no exposed abort functionality but it is used internally and the reasons provided give useful context to, for instance to the fact that Suspense is not supported in renderToString-like renderers",Josh Story,2022-06-08T05:36:09Z
79f54c16dc3d5298e6037df75db2beb3552896e9,"Bugfix: Revealing a hidden update (#24685)

* Add `isHidden` to OffscreenInstance

We need to be able to read whether an offscreen tree is hidden from
an imperative event. We can store this on its OffscreenInstance.

We were already scheduling a commit effect whenever the visibility
changes, in order to toggle the inner effects. So we can reuse that.

* [FORKED] Bugfix: Revealing a hidden update

This fixes a bug I discovered related to revealing a hidden Offscreen
tree. When this happens, we include in that render all the updates that
had previously been deferred — that is, all the updates that would have
already committed if the tree weren't hidden. This is necessary to avoid
tearing with the surrounding contents. (This was the ""flickering""
Suspense bug we found a few years ago: #18411.)

The way we do this is by tracking the lanes of the updates that were
deferred by a hidden tree. These are the ""base"" lanes. Then, in order
to reveal the hidden tree, we process any update that matches one of
those base lanes.

The bug I discovered is that some of these base lanes may include
updates that were not present at the time the tree was hidden. We cannot
flush those updates earlier that the surrounding contents — that, too,
could cause tearing.

The crux of the problem is that we sometimes reuse the same lane for
base updates and for non-base updates. So the lane alone isn't
sufficient to distinguish between these cases. We must track this in
some other way.

The solution I landed upon was to add an extra OffscreenLane bit to any
update that is made to a hidden tree. Then later when we reveal the
tree, we'll know not to treat them as base updates.

The extra OffscreenLane bit is removed as soon as that lane is committed
by the root (markRootFinished) — at that point, it gets
""upgraded"" to a base update.

The trickiest part of this algorithm is reliably detecting when an
update is made to a hidden tree. What makes this challenging is when the
update is received during a concurrent event, while a render is already
in progress — it's possible the work-in-progress render is about to
flip the visibility of the tree that's being updated, leading to a race
condition.

To avoid a race condition, we will wait to read the visibility of the
tree until the current render has finished. In other words, this makes
it an atomic operation. Most of this logic was already implemented
in #24663.

Because this bugfix depends on a moderately risky refactor to the update
queue (#24663), it only works in the ""new"" reconciler fork. We will roll
it out gradually to www before landing in the main fork.

* Add previous commit to list of forked revisions",Andrew Clark,2022-06-08T00:04:02Z
7e8a020a4aa8a24e5f0c0ce06b25e485d2888f57,"Remove extra Server Context argument (#24683)

This was left over from a refactor.",Sebastian Markbåge,2022-06-07T19:12:51Z
3bb154bbab78038f1b0aad42f10c006b71eac8da,"[DevTools] Run Devtools Regression Tests Once a Day (#24678)

We don't need to run DevTools regression tests once an hour, and also it makes getting the most recent react build or react devtools build really annoying, so run them once a day instead",Luna Ruan,2022-06-07T18:05:04Z
bcbeb52bf36c6f5ecdad46a48e87cf4354c5a64f,"[Fizz] Disallow complex children in <title> elements (#24679)

* [Fizz] Disallow complex children in <title> elements

<title> Elements in the DOM can only have Text content. In Fizz if more than one text node is emitted an HTML comment node is used as a text separator. Unfortunately because of the content restriction of the DOM representation of the title element this separator is displayed as escaped text which is not what the component author intended.

This commit special cases title handling, primarily to issue warnings if you pass complex children to <title>. At the moment title expects to receive a single child or an array of length 1. In both cases the type of that child must be string or number. If anything more complex is provided a warning will be logged to the console explaining why this is problematic.

There is no runtime behavior change so broken things are still broken (e.g. returning two text nodes which will cause a separator or using Suspense inside title children) but they should at least be accompanied by warnings that are useful.

One edge case that will now warn but won't technically break an application is if you use a Component that returns a single string as a child of title. This is a form of indirection that works but becasue we cannot discriminate between a Component that will follow the rules and one that violates them the warning is issued regardless.

* fixup dev warning conditional logic

* lints

* fix bugs",Josh Story,2022-06-07T07:33:36Z
4f29ba1cc52061e439cede3813e100557b23a15c,"support errorInfo in onRecoverableError (#24591)

* extend onRecoverableError API to support errorInfo

errorInfo has been used in Error Boundaries wiht componentDidCatch for a while now. To date this metadata only contained a componentStack. onRecoverableError only receives an error (type mixed) argument and thus providing additional error metadata was not possible without mutating user created mixed objects.

This change modifies rootConcurrentErrors rootRecoverableErrors, and hydrationErrors so all expect CapturedValue types. additionally a new factory function allows the creation of CapturedValues from a value plus a hash and stack.

In general, client derived CapturedValues will be created using the original function which derives a componentStack from a fiber and server originated CapturedValues will be created using with a passed in hash and optional componentStack.",Josh Story,2022-06-06T21:23:32Z
254b49e5897b4e493c88ecec5c80abeacda90526,"Add snapshot testing on e2e test failure (#24672)

We have a currently unreproducible flaky e2e test. This PR captures snapshots on e2e test failures so we can better debug flaky e2e tests that don't fail locally.",Luna Ruan,2022-06-06T17:36:58Z
1cd90d2ccc791f3ed25d93ceb7137746185f6e34,"Refactor of interleaved (""concurrent"") update queue (#24663)

* Always push updates to interleaved queue first

Interleaves updates (updates that are scheduled while another render
is already is progress) go into a special queue that isn't applied until
the end of the current render. They are transferred to the ""real"" queue
at the beginning of the next render.

Currently we check during `setState` whether an update should go
directly onto the real queue or onto the special interleaved queue. The
logic is subtle and it can lead to bugs if you mess it up, as in #24400.

Instead, this changes it to always go onto the interleaved queue. The
behavior is the same but the logic is simpler.

As a further step, we can also wait to update the `childLanes` until
the end of the current render. I'll do this in the next step.

* Move setState return path traversal to own call

A lot of the logic around scheduling an update needs access to the
fiber root. To obtain this reference, we must walk up the fiber return
path. We also do this to update `childLanes` on all the parent
nodes, so we can use the same traversal for both purposes.

The traversal currently happens inside `scheduleUpdateOnFiber`, but
sometimes we need to access it beyond that function, too.

So I've hoisted the traversal out of `scheduleUpdateOnFiber` into its
own function call that happens at the beginning of the
`setState` algorithm.

* Rename ReactInterleavedUpdates -> ReactFiberConcurrentUpdates

The scope of this module is expanding so I've renamed accordingly. No
behavioral changes.

* Enqueue and update childLanes in same function

During a setState, the childLanes are updated immediately, even if a
render is already in progress. This can lead to subtle concurrency bugs,
so the plan is to wait until the in-progress render has finished before
updating the childLanes, to prevent subtle concurrency bugs.

As a step toward that change, when scheduling an update, we should not
update the childLanes directly, but instead defer to the
ReactConcurrentUpdates module to do it at the appropriate time.

This makes markUpdateLaneFromFiberToRoot a private function that is
only called from the ReactConcurrentUpdates module.

* [FORKED] Don't update childLanes until after current render

(This is the riskiest commit in the stack. Only affects the ""new""
reconciler fork.)

Updates that occur in a concurrent event while a render is already in
progress can't be processed during that render. This is tricky to get
right. Previously we solved this by adding concurrent updates to a
special `interleaved` queue, then transferring the `interleaved` queue
to the `pending` queue after the render phase had completed.

However, we would still mutate the `childLanes` along the parent path
immediately, which can lead to its own subtle data races.

Instead, we can queue the entire operation until after the render phase
has completed. This replaces the need for an `interleaved` field on
every fiber/hook queue.

The main motivation for this change, aside from simplifying the logic a
bit, is so we can read information about the current fiber while we're
walking up its return path, like whether it's inside a hidden tree.
(I haven't done anything like that in this commit, though.)

* Add 17691ac to forked revisions",Andrew Clark,2022-06-06T16:15:59Z
4ddd8b455ce1dac02c56a18790d5068a7714c1a0,"Track revs that intentionally fork the reconciler (#24671)

* Track revs that intentionaly fork the reconciler

When we fork the the ""old"" and ""new"" reconciler implementations, it can
be difficult to keep track of which commits introduced the delta
in behavior. This makes bisecting difficult if one of the changes
introduces a bug.

I've added a new file called `forked-revisions` that contains the list
of commits that intentionally forked the reconcilers.

In CI, we'll confirm that the reconcilers are identical except for the
changes in the listed revisions. This also ensures that the revisions
can be cleanly reverted.

* [TEST] Add trivial divergence between forks

This should fail CI. We'll see if the next commit fixes it.

* [TEST] Update list of forked revisions

This should fix CI

* Revert temporary fork

This reverts the temporary fork added in the previous commits that was
used to test CI.

* Update error message when CI fails",Andrew Clark,2022-06-06T15:53:11Z
652dcf6550f3586377e910cf41b4846eff374210,"Fix CI: Persist build artifacts to workspace

The download_build job needs to persist its artifacts to the workspace
so downstream jobs can access them.

Persist the same directories as the normal build job.",Andrew Clark,2022-06-06T15:33:22Z
dfd6f96f7699adc005a1b0a011b7c8e7261345ce,"Fix CI: Remove copypasta from sizebot download job

This was copy pasted from the similar job that exists to download
base artifacts for sizebot.",Andrew Clark,2022-06-06T15:29:37Z
a621cb099dafb8bd77370ed4f4d832f049642183,"Fix CI: Download to build instead of base-build (#24677)

Fixes a mistake in #24676. The get_base_build job downloads artifacts to
`base-build` instead of `build`, so that sizebot can compare the two
directories. For most other jobs, though, we want it to produce the
same output as the normal build job.",Andrew Clark,2022-06-06T14:38:02Z
a97a0810eae4428dd55dc1fa1b94ee1f9c18715b,"DevTools e2e workflow: Download build artifacts (#24676)

When running the hourly DevTools testing workflow, we don't need to
build React from scratch each time; we can download its build artifacts,
like we do for sizebot and the release workflow.",Andrew Clark,2022-06-06T13:57:35Z
7a5b8227c7d67aefe62f015cf0e961e28075d897,"Allow aritfacts download even if CI is broken (#24666)

* Allow aritfacts download even if CI is broken

Adds an option to the download script to disable the CI check and
continue downloading the artifacts even if CI is broken.

I often rely on this to debug broken build artifacts. I was thinking
the sizebot should also use this when downloading the base artifacts
from main, since for the purposes of size tracking, it really doesn't
matter whether the base commit is broken.

* Sizebot should work even if base rev is broken

Sizebot works by downloading the build artifacts for the base revision
and comparing the fize sizes, but the download script will fail if
the base revision has a failing CI job. This happens more often than it
should because of flaky cron jobs, but even when it does, we shouldn't
let it affect the sizebot — for the purposes of tracking sizes, it
doesn't really matter whether the base revision is broken.",Andrew Clark,2022-06-03T01:55:35Z
d300cebde2a63e742ccb8b6aa7b0f61db1ae29b4,[DevTools] only polyfill requestAnimationFrame when necessary (#24651),Mengdi Chen,2022-06-01T17:04:09Z
d2c9e834ae07377edbc94128eec4480693b64292,"[DevTools] Run e2e Regression Tests Hourly on Circle CI (#24648)

Modifies Circle CI so we run e2e regression tests hourly on Circle CI",Luna Ruan,2022-06-01T14:55:26Z
b1858b110d2888034355ee6dd9c0b581feabbed3,"[DevTools] devtools-test-shell Regression App fixes (#24644)

Made a couple of fixes to the `devtools-test-shell`
* test selectors aren't available in > React v18.0 either, so we'll need to mock the test selector functions there as well
* `react-dom/client` should map to `react-dom/client` and not `react-dom`",Luna Ruan,2022-05-31T23:13:41Z
