SHA,Message,Author,Date
9b9f2bf1c8429136e7122d146e0e39bdeada5d1d,"fix(compiler-sfc): properly handle shorthand property in template expressions

fix #12566",Evan You,2022-06-21T01:41:30Z
de03f69cd6780272e351efed743585ccf110be19,release: v2.7.0-beta.3,Evan You,2022-06-20T08:34:23Z
c9d0e3aee1a4cf2f7bda7d69b66972084b74b737,ci: e2e test fix,Evan You,2022-06-20T08:22:54Z
0f2cede3748eab94d1f14333c079c9886cc194e5,build: move cssVars logic into compiler-sfc entry,Evan You,2022-06-20T08:10:14Z
d3916b69b491bb0964102b69a8bb2e9336f7677b,feat(sfc): parse needMap compat,Evan You,2022-06-20T07:48:54Z
8ab0074bab83473fd025ae538a3455e3277320c4,feat(sfc): css v-bind,Evan You,2022-06-20T07:46:57Z
2d676416566c06d7c789899c92bf0f6924ec284a,"fix: remove wrong observe toggle, properly disable tracking in setup()",Evan You,2022-06-20T06:32:50Z
9d54f8bdfe9db75853befdc916bc85a18b337583,chore: remove .only from tests,Evan You,2022-06-20T06:14:37Z
769c053cff57fa04f78fc0c8f5af6437c74a02d2,chore: remove code for non-supported :slotted feature,Evan You,2022-06-20T05:24:55Z
52cf912d855a7fae8d8c89452f0d275846e26a87,"fix(setup): setup props should pass isReactive check

close #12561",Evan You,2022-06-20T05:09:56Z
2533a360a838c41238dc9b9b840932f2957c65d4,"fix(template-ref): preserve ref removal behavior in non-composition-api usage

close #12554",Evan You,2022-06-20T04:42:32Z
0fabda7a3b016c1c0cb5d92f5d8efc35f0dbde40,feat: useCssModules,Evan You,2022-06-18T08:09:08Z
9b4e179873640389c1c3956d63f27b2f43ff9179,release: v2.7.0-beta.2,Evan You,2022-06-17T02:57:11Z
328ebff04198143385371c857ad23f739be9509d,fix(compiler-sfc): do not transform external and data urls in templates,Evan You,2022-06-17T02:45:52Z
b2332faf04dc3cabd8dee2fdc53ced99441b87ed,release: v2.7.0-beta.1,Evan You,2022-06-17T01:57:51Z
efa8a749644cfd6a0d6e9e92a1f342e2eff77d5a,feat: warn top level await usage in `<script setup>`,Evan You,2022-06-17T01:39:52Z
cdfc4c134ddadc33f3b50d53ec6316b0c96f4567,fix(compiler-sfc): expose src on custom blocks as well,Evan You,2022-06-17T01:36:34Z
8f5817a7c9a0664438e4299f82ac41a67f156f89,feat(compiler-sfc): support includeAbsolute in transformAssetUrl,Evan You,2022-06-16T14:59:14Z
96cd1d03fd8da5bcc975b82d39ce69383c1de0ab,release: v2.7.0-alpha.12,Evan You,2022-06-16T13:52:59Z
8ce585d70c2e1adb04650801b03dcc9552cbaf95,feat: further align compiler-sfc api + expose rewriteDefault,Evan You,2022-06-16T13:28:02Z
ac8882715cbdfd44c00066f65a2ff3557eb279f7,release: v2.7.0-alpha.11,Evan You,2022-06-16T09:53:41Z
2726b6d9ff3030af63012a304c33781163461a23,fix: further align types with v3,Evan You,2022-06-16T09:45:33Z
fa2115c0310037aa09d968de7f3bc604c53d343f,release: v2.7.0-alpha.10,Evan You,2022-06-16T09:18:28Z
457fe6d222dbdefadfd996a2f964e4d8df013144,types: align compiler-sfc type exports with v3,Evan You,2022-06-16T09:16:33Z
b3432ffa8f18134f9564da79ddd909c23d6a6ce8,chore: fix snapshot,Evan You,2022-06-16T06:17:30Z
cdfd9f321e35981774785806bb1629a73ec58064,fix: avoid warning when accessing _setupProxy,Evan You,2022-06-16T06:16:36Z
749b96d84e6551c5187694a93c5493702035a239,feat: export version as named export,Evan You,2022-06-16T03:17:09Z
5a0cc58b91f64f8f2f6088a456f0cf3a0a8f0be2,release: v2.7.0-alpha.9,Evan You,2022-06-16T02:36:19Z
7173ad42729fa0913c3e7de94d251341929ee7c6,feat: types for `<script setup>` macros,Evan You,2022-06-16T02:19:01Z
3c2707b62e1a355f182c08f85cf7bc9bca1bb34e,feat: defineExpose() support,Evan You,2022-06-16T01:53:45Z
bd8409bc9873943a4a8d3838ac945fdfff1f3a51,wip: fix component resolution check,Evan You,2022-06-15T13:38:05Z
aa2b1f4d93bdd257ae26a73994168709369aa6a0,feat: directive resolution for `<script setup>`,Evan You,2022-06-15T13:21:59Z
4b193390fbc203cc5bae46fe288b1c20c442cc03,feat: resolve components from `<script setup>`,Evan You,2022-06-15T02:39:45Z
d4787e53ef0958f4d2c9531c6c7f0c31fa0499f4,test: test case for prefixIdentifiers w/ bindings,Evan You,2022-06-15T02:18:55Z
452aa9d29c848530d5d441652ef5a838312ac379,wip: handle script analyzed bindings when prefixing identifiers,Evan You,2022-06-15T02:07:42Z
903d9b2eb67b3353f31eb7d36947d7a3462d25f3,chore: changelog [ci skip],Evan You,2022-06-14T15:52:40Z
b6b5239e6656f2dba386dcaf1c4a2543fc9962b6,release: v2.7.0-alpha.8,Evan You,2022-06-14T15:46:46Z
cda5176e95de3e550803cba57292de69df2dfe2e,build: fix compiler build,Evan You,2022-06-14T15:43:57Z
2ddd25926eb3abb2f70fad3e4d81348f63e15e74,release: v2.7.0-alpha.7,Evan You,2022-06-14T15:28:58Z
4cb2b7bd33392933b8d8f767c75add4ef30446b0,wip: expose generateCodeFrame in compiler-sfc,Evan You,2022-06-14T14:17:10Z
2bb3659c05aaec156e98be511a1891372efada64,wip: expose compileScript,Evan You,2022-06-14T13:48:06Z
53a5ac96387b57f50bd6587e77b371827a30ee4d,chore: fix tests,Evan You,2022-06-14T07:35:30Z
d6c0c2a9923ec0cfcfd3f202aca0050c8c6ce72b,wip: compileScript,Evan You,2022-06-14T07:26:57Z
846e3165d85c968df3382dc0db6b0ec2c460b224,refactor: add types for html parser options,Evan You,2022-06-14T05:26:44Z
ba08e968772f74d1d63411c02a38146e613301cc,wip: compileScript,Evan You,2022-06-10T15:46:47Z
4306cc67b9bfc464918acb446f5a6d1ce0156da1,build: fix compiler-sfc build,Evan You,2022-06-10T14:51:41Z
5bee34c6e1a215ae693351aad8f77b58e07b1d4f,chore: test pass,Evan You,2022-06-10T10:40:13Z
22c457fe24f737505356edfb8696c7e50fd9d971,wip: strip with,Evan You,2022-06-10T10:38:09Z
ed4bbed990364feafed79967e2e0cf5336ff67ce,refactor: use existing types,Evan You,2022-06-10T09:06:37Z
06594f68b7e2d983d995dfd67c083f04dd0c2b7b,wip: port @vue/component-compiler-utils,Evan You,2022-06-10T08:35:46Z
50f2870ff04e263ff8d252862087f165e7a01702,chore: changelog [ci skip],Evan You,2022-06-09T07:08:51Z
5d4c59be11ecc1b1c1e4fe2bbf5c9ffb77da9960,release: v2.7.0-alpha.6,Evan You,2022-06-09T06:47:01Z
c678e3134b927645f79270b52d4d660a7e3654ce,types: include jsx typing,Evan You,2022-06-09T06:39:18Z
c43e64277f72d5e1b23ac483528cf78b02110e18,build: fix build script alias,Evan You,2022-06-06T07:34:55Z
9ce105aa10be6288e6ce9d26c1a5a6d16fee733b,release: v2.7.0-alpha.5,Evan You,2022-06-06T07:33:20Z
4f2a04e6a8e1fc71080eed49fd4059d6a53afc1c,fix: fix scopedSlots regression,Evan You,2022-06-06T07:25:29Z
642e7aa03b1f6ca5e8ba6f7c7d702b6401b3ca9e,"chore: exclude trivial refactors from `git blame` results (#12550)

See https://docs.github.com/en/repositories/working-with-files/using-files/viewing-a-file#ignore-commits-in-the-blame-view

Ideally all style-only-commits should be put into this list.

The ""move to typescript"" is not trivial by itself, but most of the
additions / deletions are style changes. So I think it's safe and more
reader-friendly to exclude it.",Haoqun Jiang,2022-06-06T02:51:18Z
8be5a871d4f9dfc5c8f2c6014a158e8b9efc5bc8,chore: changelog [ci skip],Evan You,2022-06-01T14:26:15Z
4dc0c6c4db6ccad28c414f165412b8e744a525bb,release: v2.7.0-alpha.4,Evan You,2022-06-01T14:19:32Z
c319cc7a74a790414c33db74ad9f1070851de76b,fix: guard against non-object provide value,Evan You,2022-06-01T14:18:05Z
a00c63beb4a9acb0495729e9aa148c5d08d30a37,chore: fix test alias,Evan You,2022-06-01T14:15:27Z
ffaf81ba5f5d0cecb9eaa0b661685a13a20d0627,chore: fix type tests,Evan You,2022-06-01T14:12:02Z
206f8a7f0949a50ae062d9d71061716ae3c3a749,wip: defineComponent,Evan You,2022-06-01T13:55:33Z
09beea9ae76f6f0fb90c7b6ba2b4b67058a60107,chore: move sfc parser,Evan You,2022-06-01T13:32:13Z
72194a45917115f82f83969ff2cdce811fb8bea2,build: use extended tsconfig,Evan You,2022-06-01T06:27:29Z
5fbf2c99285664196694ecbcfd4db1f1e816813e,release: v2.7.0-alpha.3,Evan You,2022-06-01T03:13:29Z
a9a2fae970b43150895677fbf3ea6017977164c8,build: fix mjs build publish,Evan You,2022-06-01T03:12:30Z
bafb5d419d49ac60c431184160c8e74fe010fc25,chore: avoid generating unused dts,Evan You,2022-06-01T03:12:20Z
7ec896827f82cfb410f79aa709e4186a911bf995,release: v2.7.0-alpha.2,Evan You,2022-06-01T02:37:17Z
2b00084ee4562fd7b4d48bc01234b6b55571d9ef,chore: changelog [ci skip],Evan You,2022-06-01T02:25:22Z
d3172377e0c2df9e84244ede6fc9a091344e6f1c,feat: add exports field + mjs build,Evan You,2022-06-01T02:11:19Z
5673363eda9e6082a9ff0300b8c4e79c9388891b,feat: expose set/del as named exports,Evan You,2022-06-01T01:44:06Z
45b932b6e554b41599f034b347a8175efd69da88,release: v2.7.0-alpha.1,Evan You,2022-05-31T09:57:37Z
1b7584664da1e1e504ca30fd2630bb8f8ab2347a,workflow: fix release check + remove dist file from git index,Evan You,2022-05-31T09:56:20Z
1b49c75e2aa909b8f1dabd1c52cd84f532268ee5,chore: fix unit test,Evan You,2022-05-31T09:45:10Z
ff4f1fdf37fd255ef441b6b615f4e90cba4d1c4b,refactor: move more ssr logic into server-renderer package,Evan You,2022-05-31T09:38:27Z
8d7793ff107753935681fa7bac564fa3fc3c2465,workflow: update release script,Evan You,2022-05-31T09:17:14Z
d6bdff890322bc87792094a1690bcd16373cf82d,refactor: move src types folder,Evan You,2022-05-31T08:33:48Z
dd39e7ef4cbda470f347aa249b3be058b4fc8f16,chore: fix TS 4.7 error,Evan You,2022-05-31T08:11:55Z
ef297d94f9c8611db730efc592471b8a150b386b,chore: fix dep,Evan You,2022-05-31T08:02:41Z
9f74f2048d0d6e67fd112f0f28c0dbad43e15217,refactor: move to monorepo,Evan You,2022-05-31T07:32:44Z
b3a8ccf3d29631b9d5a76ba63908b3d1a1dec18b,chore: fix test script [ci skip],Evan You,2022-05-30T13:41:00Z
2acb5474bceb533aadc547921c22fa5cd471a3e1,types: generate types for v3 apis,Evan You,2022-05-30T13:36:07Z
e5a6fe5da7a68e00e0143c6f4414f7e615a684ca,test: e2e test for composition API examples,Evan You,2022-05-30T09:20:43Z
460856510d1a6356194e10f887df9b057297c07e,wip: setup() template refs support,Evan You,2022-05-30T08:37:53Z
cae88defa2b35cc6f77468c7c853b31032128a54,chore: rename template ref module,Evan You,2022-05-29T11:29:17Z
1a13c63ff5b22780318ee25b921af4faafe0fa2c,wip: provide/inject,Evan You,2022-05-29T10:43:36Z
dae380dc24a166942f8f9e99a009d55a035b1ecc,wip: renderTriggered/renderTracked,Evan You,2022-05-29T08:01:38Z
075f215edfff12b50b80d9e5cd230548bb98538a,wip: onTrack/onTrigger debugger options,Evan You,2022-05-29T07:39:49Z
15c5c43ca65443a463013010f9d55ce54b0f4e59,wip: onTrack debugger option,Evan You,2022-05-29T07:05:35Z
9fb4f7d0702d34ccfabe59fa4f9713ee9755ab58,wip: effectScope,Evan You,2022-05-29T06:17:08Z
b4c511da8f82d4bf130284a5242ea745cf8c7ae1,chore: fix unit tests,Evan You,2022-05-28T18:33:46Z
54f5f9bad6350993b176dedd60ce118a47887c56,chore: fix ssr tests,Evan You,2022-05-28T18:26:36Z
c9136b12759cfa873d82130f5c07056c018807b2,wip: apiWatch tests,Evan You,2022-05-28T18:21:44Z
6c1d2efd04c9225ce7b76295be30ab954f8038c5,wip: setup() tests,Evan You,2022-05-28T12:33:12Z
cfc2c591327849233500b746b63a35c82e5ef868,chore: use isFunction,Evan You,2022-05-27T15:51:46Z
1e4ac46fe5b99a9d7b0a87506466e34d1ffa90eb,wip: lifecycle api,Evan You,2022-05-27T15:40:03Z
12150f622b3b469904240390eaf4ccdd49eedbbb,chore: format typescript dir,Evan You,2022-05-27T09:30:12Z
1f1046b7e5e6f9165fae92c5208cfa1bae191c11,wip: rename dir to v3,Evan You,2022-05-27T09:27:17Z
93214586aafa6fbfff7eaf2643d18894ee3db119,types: types for setup() + format types,Evan You,2022-05-27T09:26:55Z
f29ad1def5f923836254e7ff4e29fe83db83055f,wip: shallowReactive/shallowReadonly,Evan You,2022-05-27T04:07:19Z
a5ad708ccf43ae43e1feb44569928a92ec27a5f1,wip: readonly,Evan You,2022-05-27T02:45:28Z
b0140bfdabf3955a5b105f778253c5d8d87cc540,ci: __DEV__ flag for e2e tests,Evan You,2022-05-25T18:39:58Z
eb20b8228f1a9010f0cf3ebfbe227a4eeb984223,ci: fix ci,Evan You,2022-05-25T18:36:51Z
a16271280a164d4e9ef4af9bb7bd5e58e5cff2dc,"refactor: simplify implementations

since we output es5, classes are more verbose then necessary",Evan You,2022-05-25T18:34:15Z
282ebb08937b41cd19ca43ed20fb1c9fdd8ea86d,chore: remove duplicated types,Evan You,2022-05-25T18:18:33Z
05aaa33a45f2893952e6e838e23ac5ed6cc90aaa,wip: computed tests passing,Evan You,2022-05-25T18:14:14Z
c4aa8ea66d2ef218d2b792f3fcdeba21d402e7b3,wip: reactive tests passing,Evan You,2022-05-25T16:30:31Z
ac85a4217e2ee1595ce15202358f6f34d137c1a1,wip: ref tests passing,Evan You,2022-05-25T07:36:10Z
e1e5a75540c31d847000c08f81a4a662eca1ebb5,wip: fix entry with compiler,Evan You,2022-05-25T07:07:46Z
f50a1b84d9a0bd6be199847122f8af7cc177dee1,wip(vca): partial ref and watch implementation,Evan You,2022-05-24T13:49:16Z
d7d3dbbcc87b35411880f69ca895ae31811d403f,workflow: allow wip commits,Evan You,2022-05-24T13:49:09Z
450767f3bbad98cce99a206484b26afa0c328805,refactor: isArray,Evan You,2022-05-24T13:48:01Z
797e72e6fd6b67cb021942330ac1cd7c502913fc,build: use __DEV__ flag,Evan You,2022-05-24T00:55:11Z
72aed6a149b94b5b929fb47370a7a6d4cb7491c5,"workflow: remove eslint, apply prettier",Evan You,2022-05-23T09:21:17Z
6f8fb220e20c007a32cde2d0c0f4187517ae3323,build: target es2017 / node 8 for cjs files,Evan You,2022-05-23T09:14:02Z
58608a2f26edb64ec4bc48139b6bea14789721b5,chore: fix ci script,Evan You,2022-05-23T07:16:32Z
04b584ffc17db74b4b6330feef9847e936fbb325,test: transition tests,Evan You,2022-05-23T07:15:29Z
cca88b9919cb0773895bbcef649c61a206fd0a32,ci: fix e2e build script,Evan You,2022-05-20T10:24:45Z
76188513233b9640188b3af40a395a49c1ac75be,chore: remove stale tests [ci skip],Evan You,2022-05-20T10:22:45Z
ab110cf8a952a27c8d96de87ed285e8094251b6d,test: e2e tests,Evan You,2022-05-20T10:21:53Z
acb1aeed6d5d76c8385290a3c1c33cef077056fd,chore: remove unused deps,Evan You,2022-05-20T09:18:39Z
d000703c8019278c76d2c1e7ce8d3d81a8b55ba9,workflow: build ssr packages before running ssr tests,Evan You,2022-05-20T08:59:55Z
898d1e19fc3c0a8e899767a627c2d0a09615db9d,test: all ssr tests passing,Evan You,2022-05-20T08:55:05Z
3a27b6b3e1307f45ff7ab593f398fad5a41e8780,build: restore cjs entry files,Evan You,2022-05-20T07:29:48Z
c63d43c830795e17e20e5e67fcc52b26252d994f,build: externalize stream to avoid warning,Evan You,2022-05-20T07:26:18Z
5fb1c9d62a08334393321c0b94aaa7cd07c2b40d,test: fix ssr test imports,Evan You,2022-05-20T07:16:14Z
7136e19bc82d385ed0dd817fb284ed5f26c76f30,chore: remove stale js file,Evan You,2022-05-20T07:08:58Z
575f07643d769424baf0147ad8e385a3ef3c022d,build: separate src and test tsconfig,Evan You,2022-05-20T06:35:56Z
d8c3bbfa443dc9855cae844e0e8b60d65c5a837d,refactor: remove weex from codebase,Evan You,2022-05-20T04:17:13Z
2d019e4e2549576766c43ffde08122587ee88912,test: partial ssr tests passing,Evan You,2022-05-20T04:01:16Z
23bd3b2ca31a193f79a5d1a03f89131b4977e41b,types: fix types,Evan You,2022-05-20T03:11:47Z
23b1fb550373e4784f0ac4c25219f4df25f1f527,test: skip transition tests for now,Evan You,2022-05-20T02:30:13Z
fed8c3bfd260d3a5a5d33797f1e84f819ee53696,test: all unit tests except transition passing,Evan You,2022-05-20T02:27:57Z
73bcd0719447070c05789fffd457cfc167c38d88,test: all features except transition pass,Evan You,2022-05-20T02:12:40Z
906907f88def66c2f0cc74c2e049e61666ec8f83,test: all directive tests passing,Evan You,2022-05-20T01:34:55Z
250bc17d51d746992aac57960ad1268c43fb3e2d,test: unit/features/component passing,Evan You,2022-05-20T00:46:15Z
29989a10745aa82322569e01d879cad90d3fbb3a,test: move transition + keep alive test cases,Evan You,2022-05-20T00:30:41Z
69edc9aec6da6ac82dd2589fe7c0593cc8b4928d,test: move __WEEX__ flag to runtime for tests,Evan You,2022-05-20T00:24:05Z
5ec77f32be74c427b95a5b045b506b91171fdb24,test: shim done interface for tests,Evan You,2022-05-20T00:22:26Z
63e7d59a0366237678bcae3f92a2ac7b1b34116b,test: remove global before waitForUpdate,Evan You,2022-05-19T23:57:07Z
52627b95ce3f91916237619da4ca5bdfdbbcfc34,test: jasmine.createSpy -> vi.fn,Evan You,2022-05-19T23:56:02Z
8e672c4251a15c1a65a0b0108ab750e0ab440750,test: first full test suite passing,Evan You,2022-05-19T23:29:25Z
972d8066d7be0fd5d10e4f1ba5e08c148c851e6b,test: migrate tests to vitest (wip),Evan You,2022-05-19T10:21:26Z
fe132124560eae83810458519819add8653abff8,build: remove stale lockfile,Evan You,2022-05-19T10:19:58Z
3421db3b3c9f582a2ab2236286ae7e7e494d96a4,build: sort deps again,Evan You,2022-05-19T08:39:05Z
0b560770806b1da0ea2bfdc4c01dbceded7b6e96,build: remove deps,Evan You,2022-05-19T08:29:22Z
4d1d0f0a82c5aa109a74b52782daabb442f8ead3,chore: fix dev scripts,Evan You,2022-05-19T08:18:36Z
c19fabd9302ad4f6fba2b79de5e5cd623014a481,build: remove flow deps,Evan You,2022-05-19T08:15:57Z
7a8284d900a945a6660e2ac3fa18b6fe56c8a996,build: ignore dist files for server-renderer and template-compiler,Evan You,2022-05-19T08:12:48Z
de1fd98284965403850a9fcc0204e77a5e6d2a4e,chore: remove git add from lint-staged script,Evan You,2022-05-19T08:09:22Z
19a5a355296fedbb5f20f55126079b38089905ab,build: target es5,Evan You,2022-05-19T08:08:46Z
9949ab5d14e3620f40b876cffbc710a33d0237b2,"Merge pull request #3 from dwelch2344/move_to_typescript

WIP: typescript love on the tests",Carlos Rodrigues,2022-05-04T21:25:34Z
e2f1ce06cf1475629900683ae3ebb6927008e9cd,chore: cleanup tweaks that would affect JS; rolled back packages folder to @pikax output,David Welch,2022-05-04T21:16:17Z
40dccfedd1d92ef9d61ee350ed8fbd7fc525b5b9,chore: fix test harness; most of the tooling + test harness is happy; coverage still needs fixing,David Welch,2022-05-03T17:04:55Z
cf8b16568d4f83185de4575ac5462c8692b4cff9,merge,David Welch,2022-05-01T21:13:36Z
be4b617942ed288056978ce9d593a2c4887b95b9,chore: cleanup on tests; babel preset for typescript help,David Welch,2022-05-01T20:37:05Z
24e7ab5774c9e7c42d37f218a34f6fe7fe75513a,change image to node:lts,Carlos Rodrigues,2022-04-30T17:08:55Z
ee5243fdccec55bba52ccd04cc80eecff449d335,chore: fix tests,Carlos Rodrigues,2022-04-30T08:07:01Z
534a0aa863679f8ce07463df1a735d27937f9dc0,chore: convert tests to typescript,David Welch,2022-04-29T21:43:25Z
46b64ff72cbc4eda2bb9783257677e6d681048d4,restore package.json,David Welch,2022-04-29T20:23:21Z
ec1f7309f302e8f4dab17dd0a65731c6e918f703,chore: merge,David Welch,2022-04-29T20:06:13Z
8e047df75adaca168a69edfdbcbe89ff63a4f910,update deps and other code -- still need to fix some issues with testing - basically dependencies issues,Carlos Rodrigues,2022-04-29T18:54:08Z
da64b4a41f9e7c0edae074abd279bdf385575ff0,"Merge branch 'dev' into move_to_typescript

# Conflicts:
#	dist/vue.common.dev.js
#	dist/vue.common.prod.js
#	dist/vue.esm.browser.js
#	dist/vue.esm.browser.min.js
#	dist/vue.esm.js
#	dist/vue.js
#	dist/vue.min.js
#	dist/vue.runtime.common.dev.js
#	dist/vue.runtime.common.prod.js
#	dist/vue.runtime.esm.js
#	dist/vue.runtime.js
#	dist/vue.runtime.min.js
#	packages/vue-server-renderer/basic.js
#	packages/vue-server-renderer/build.dev.js
#	packages/vue-server-renderer/build.prod.js
#	packages/vue-server-renderer/client-plugin.js
#	packages/vue-server-renderer/server-plugin.js
#	packages/vue-template-compiler/browser.js
#	packages/vue-template-compiler/build.js
#	packages/weex-template-compiler/build.js
#	packages/weex-vue-framework/index.js
#	src/compiler/codegen/index.ts
#	src/core/components/keep-alive.ts
#	src/core/instance/lifecycle.js
#	src/core/instance/render-helpers/render-slot.ts
#	src/core/instance/state.ts
#	src/core/observer/watcher.ts
#	src/core/vdom/helpers/normalize-scoped-slots.ts
#	src/core/vdom/patch.ts
#	src/platforms/web/runtime/modules/events.ts
#	src/platforms/weex/entry-framework.ts
#	src/server/webpack-plugin/client.js
#	src/server/webpack-plugin/server.ts
#	src/server/webpack-plugin/util.ts
#	yarn.lock",Carlos Rodrigues,2022-04-29T18:40:58Z
0a52a37e6851cc563c695e3869ce753bd98e116b,chore: support building on a Mac M1,David Welch,2022-04-28T22:47:36Z
6aa11872c88481dfa2da151536317176c48f226c,"build(deps): bump ajv from 6.6.2 to 6.12.6 (#12468)

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],2022-02-22T18:38:12Z
712ae57dc7891f8029901fc8b7a3b342e70ac89e,"build(deps-dev): bump lodash from 4.17.19 to 4.17.21 (#12066)

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],2022-02-22T18:21:01Z
23760b5c7a350484ef1eee18f8c615027a8a8ad9,chore: update README/BACKERS [ci skip],Evan You,2022-02-07T05:22:17Z
9f968af556b58cfed2aaf2cd2f00a82bc6e2077e,chore: update backers [ci skip] (#12456),vue-bot,2022-02-05T07:08:02Z
2317eaf4ef46a884ac307f4ae1cc7dbb7e0537ef,"build(deps): bump follow-redirects from 1.13.0 to 1.14.7 (#12419)

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],2022-01-14T08:23:09Z
d47cc19e201c425801b8ac40ec32d279ca42a508,chore: update backers [ci skip] (#12408),vue-bot,2022-01-05T10:25:05Z
4c3d1e91fae9344d3453a694aac6f0fc54c94cba,"[automated] Patreon sponsors update (#12406)

* chore: update sponsors [ci skip]

* Apply suggestions from code review

Co-authored-by: Evan You <yyx990803@gmail.com>",vue-bot,2022-01-04T01:22:46Z
6e22f770bcd1f51f1cf8cee4720839d61e3b18fc,chore: update sponsor links,Evan You,2021-12-17T06:43:02Z
00839f87d190c032884b0478e86b175f47a128b5,"chore: update sponsors [ci skip] (#12382)

Co-authored-by: Evan You <yyx990803@gmail.com>",vue-bot,2021-12-15T10:35:24Z
519d52a5d325faaf326678cfc096a1ffb4d4b22f,chore: update sponsor link,Evan You,2021-12-10T03:31:11Z
c1740aca77170d0bc5ff7972bd05933ed307321c,chore: update backers.md,Evan You,2021-12-03T06:22:23Z
1c4fc0e6b02e5c9a86793d3a892ab2df81131641,"chore: update sponsors [ci skip] (#12366)

Co-authored-by: Evan You <yyx990803@gmail.com>",vue-bot,2021-11-23T02:59:51Z
e78568ec20f7b34bbf655231df49b438c6279dbd,chore: typo [skip ci] (#12364),MalikIdreesHasanKhan,2021-11-17T16:51:43Z
86f8b52822c7cd6a9b4cc14755c69c51bb289107,chore: fix typo (#12360) [skip ci],Si Nguyen,2021-11-17T09:16:58Z
05d05c0e69f446c9bb4ee911fb9004bd386c76ce,chore: comment typo [skip ci] (#12359),Si Nguyen,2021-11-16T13:09:25Z
f1f218f800dfdcf9ece9a28965d5efa91c826bb5,chore: update sponsors [ci skip] (#12349),vue-bot,2021-11-10T04:19:29Z
478d189618f27515d93419cd61866f841e5a6832,chore: update backers [ci skip] (#12345),vue-bot,2021-11-10T04:19:18Z
93bd4406ac4b07339a9c623f7e4ceaa11bfdbf40,fix typos (#12348),180909,2021-11-06T22:43:57Z
abfbf2d43054e15f7a6b90f252b50555e7f816a2,chore: update sponsors [ci skip] (#12339),vue-bot,2021-11-03T01:56:26Z
e3d81c6f9add81188c47a7f35015ec6836c18f3e,chore: update sponsors [ci skip] (#12332),vue-bot,2021-10-18T22:59:47Z
0368ba4f37ef1ef28eb785261ab76a68f7fa03dd,chore: update sponsors [ci skip] (#12310),vue-bot,2021-10-06T13:25:57Z
87bff5a9e01988315f7a49d5a01abe120c79800b,chore: update backers [ci skip] (#12308),vue-bot,2021-10-05T21:02:30Z
531b7619b137aecd71441e1ea53dae3066d71bc8,chore: fix typo in  test (#12291),Ziwen Mei,2021-09-22T13:58:08Z
30a43afa10e3ae461edc1152beb11b1e61dc4469,chore: update sponsors [ci skip] (#12278),vue-bot,2021-09-14T13:59:16Z
c785df83774fe6a71e13e916197d1e2bb8ef454e,chore: update backers [ci skip] (#12257),vue-bot,2021-09-13T15:02:21Z
